2022-08-24 00:10:03,500 INFO  [restartedMain] org.springframework.security.web.DefaultSecurityFilterChain:Will not secure Ant [pattern='/images/**']
2022-08-24 00:10:03,518 INFO  [restartedMain] org.springframework.security.web.DefaultSecurityFilterChain:Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@72e61880, org.springframework.security.web.context.SecurityContextPersistenceFilter@ebf5675, org.springframework.security.web.header.HeaderWriterFilter@35a76325, org.springframework.security.web.authentication.logout.LogoutFilter@54245bf7, com.hillrent.security.jwt.AuthTokenFilter@6523c387, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@41b7ee76, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@518b8df2, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3f6fa7e0, org.springframework.security.web.session.SessionManagementFilter@1376433c, org.springframework.security.web.access.ExceptionTranslationFilter@3d115246, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@31edda2c]
2022-08-24 00:10:04,418 INFO  [restartedMain] org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer:LiveReload server is running on port 35729
2022-08-24 00:10:04,424 INFO  [restartedMain] org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver:Exposing 1 endpoint(s) beneath base path '/actuator'
2022-08-24 00:10:04,467 INFO  [restartedMain] org.springframework.boot.web.embedded.tomcat.TomcatWebServer:Tomcat started on port(s): 8080 (http) with context path ''
2022-08-24 00:10:04,478 INFO  [restartedMain] com.hillrent.HillRentApplication:Started HillRentApplication in 2.855 seconds (JVM running for 2207.861)
2022-08-24 00:10:04,481 INFO  [restartedMain] org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener:Condition evaluation unchanged
2022-08-24 00:10:12,117 INFO  [Thread-7] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Closing JPA EntityManagerFactory for persistence unit 'default'
2022-08-24 00:10:12,119 INFO  [Thread-7] com.zaxxer.hikari.HikariDataSource:HikariPool-2 - Shutdown initiated...
2022-08-24 00:10:12,123 INFO  [Thread-7] com.zaxxer.hikari.HikariDataSource:HikariPool-2 - Shutdown completed.
2022-08-24 00:10:12,242 INFO  [restartedMain] com.hillrent.HillRentApplication:Starting HillRentApplication using Java 17.0.2 on Cihangir with PID 3604 (C:\Users\a\IdeaProjects\PROJECTS\HillRent\target\classes started by a in C:\Users\a\IdeaProjects\PROJECTS\HillRent)
2022-08-24 00:10:12,242 DEBUG [restartedMain] com.hillrent.HillRentApplication:Running with Spring Boot v2.6.9, Spring v5.3.21
